customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,TechSupport,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,DataVersion
7590-VHVEG0435,Female,0,No,Yes,37,Yes,DSL,No internet service,One year,Bank transfer,79.57,2802.22,No,v1.0
7590-VHVEG0436,Female,1,Yes,No,12,Yes,No,No,Month-to-month,Mailed check,94.96,1115.95,No,v1.0
7590-VHVEG0437,Female,0,No,No,55,Yes,Fiber optic,No,Month-to-month,Electronic check,99.67,5631.73,Yes,v1.0
7590-VHVEG0438,Male,0,No,Yes,13,Yes,No,No internet service,Month-to-month,Electronic check,90.38,1177.0,Yes,v1.0
7590-VHVEG0439,Male,0,Yes,No,23,Yes,DSL,Yes,Month-to-month,Credit card,113.64,2574.05,No,v1.0
7590-VHVEG0440,Male,0,Yes,No,30,Yes,No,Yes,Two year,Bank transfer,21.79,645.22,No,v1.0
7590-VHVEG0441,Female,0,Yes,No,17,Yes,DSL,Yes,Two year,Electronic check,39.19,632.95,No,v1.0
7590-VHVEG0442,Female,0,No,Yes,62,Yes,Fiber optic,Yes,Month-to-month,Mailed check,20.74,1260.21,Yes,v1.0
7590-VHVEG0443,Male,0,Yes,No,13,Yes,Fiber optic,No,One year,Electronic check,83.45,1100.77,No,v1.0
7590-VHVEG0444,Male,0,Yes,Yes,59,Yes,Fiber optic,No internet service,Month-to-month,Electronic check,108.01,6674.59,Yes,v1.0
7590-VHVEG0445,Female,1,Yes,Yes,19,No,Fiber optic,No,One year,Credit card,43.86,862.29,Yes,v1.0
7590-VHVEG0446,Female,1,Yes,No,49,Yes,Fiber optic,No,Two year,Credit card,110.85,5172.85,No,v1.0
7590-VHVEG0447,Female,0,No,No,12,Yes,Fiber optic,No internet service,Two year,Mailed check,25.91,323.26,No,v1.0
7590-VHVEG0448,Female,0,No,No,61,Yes,Fiber optic,Yes,Month-to-month,Credit card,111.57,6998.81,No,v1.0
7590-VHVEG0449,Male,0,No,Yes,19,Yes,DSL,Yes,One year,Electronic check,54.46,1063.73,Yes,v1.0
7590-VHVEG0450,Female,0,No,No,9,Yes,Fiber optic,No,Month-to-month,Electronic check,29.94,268.32,No,v1.0
7590-VHVEG0451,Female,1,No,Yes,71,No,Fiber optic,No,Two year,Credit card,67.62,4751.73,No,v1.0
7590-VHVEG0452,Male,0,No,No,28,Yes,DSL,Yes,Month-to-month,Electronic check,45.16,,Yes,v1.0
7590-VHVEG0453,Male,0,Yes,No,52,Yes,Fiber optic,No,One year,Electronic check,47.92,2383.5,No,v1.0
7590-VHVEG0454,Male,1,No,No,16,Yes,Fiber optic,No,One year,Mailed check,50.11,780.04,No,v1.0
7590-VHVEG0455,Female,0,Yes,No,69,Yes,Fiber optic,No,One year,Credit card,98.7,6637.5,No,v1.0
7590-VHVEG0456,Female,1,Yes,No,12,Yes,No,No,Month-to-month,Electronic check,72.84,872.66,Yes,v1.0
7590-VHVEG0457,Female,0,Yes,No,25,Yes,No,No,Two year,Credit card,50.51,,No,v1.0
7590-VHVEG0458,Female,0,Yes,No,52,Yes,Fiber optic,Yes,Month-to-month,Mailed check,79.81,4139.39,No,v1.0
7590-VHVEG0459,Male,0,No,Yes,53,Yes,DSL,No,One year,Credit card,90.18,4568.35,No,v1.0
7590-VHVEG0460,Male,0,No,No,23,Yes,DSL,Yes,Month-to-month,Electronic check,46.72,1123.68,Yes,v1.0
7590-VHVEG0461,Female,0,No,No,16,Yes,DSL,No internet service,Month-to-month,Credit card,60.53,1011.32,No,v1.0
7590-VHVEG0462,Female,0,Yes,Yes,57,Yes,DSL,No,Month-to-month,Electronic check,31.94,1872.78,Yes,v1.0
7590-VHVEG0463,Female,0,No,No,39,Yes,DSL,No,Month-to-month,Electronic check,37.75,1544.69,No,v1.0
7590-VHVEG0464,Male,1,No,Yes,53,Yes,Fiber optic,No,Month-to-month,Electronic check,86.75,4618.18,No,v1.0
7590-VHVEG0465,Female,0,No,No,42,Yes,Fiber optic,No,Month-to-month,Mailed check,37.78,1660.23,No,v1.0
7590-VHVEG0466,Male,0,No,No,58,Yes,DSL,No,Month-to-month,Credit card,71.47,3969.12,Yes,v1.0
7590-VHVEG0467,Female,0,No,No,39,Yes,No,No internet service,One year,Mailed check,89.49,3443.1,Yes,v1.0
7590-VHVEG0468,Male,0,No,Yes,14,No,DSL,No internet service,Two year,Credit card,30.47,414.92,No,v1.0
7590-VHVEG0469,Male,0,Yes,Yes,5,Yes,No,No,Month-to-month,Mailed check,75.6,366.49,Yes,v1.0
7590-VHVEG0470,Female,0,Yes,Yes,35,Yes,No,Yes,Month-to-month,Bank transfer,45.14,1523.26,Yes,v1.0
7590-VHVEG0471,Male,0,No,Yes,18,Yes,Fiber optic,No,Month-to-month,Electronic check,114.37,2083.8,No,v1.0
7590-VHVEG0472,Male,0,Yes,No,9,Yes,DSL,No,Month-to-month,Electronic check,67.39,623.55,Yes,v1.0
7590-VHVEG0473,Female,0,Yes,No,58,No,DSL,Yes,One year,Mailed check,98.99,5786.21,No,v1.0
7590-VHVEG0474,Male,0,No,No,17,Yes,No,Yes,One year,Bank transfer,73.92,1212.31,No,v1.0
7590-VHVEG0475,Female,0,Yes,No,7,Yes,No,No internet service,Month-to-month,Electronic check,24.25,175.06,Yes,v1.0
7590-VHVEG0476,Male,1,No,No,46,Yes,DSL,Yes,Month-to-month,Credit card,82.05,3825.56,Yes,v1.0
7590-VHVEG0477,Male,1,Yes,No,13,Yes,Fiber optic,No,Month-to-month,Mailed check,113.24,1455.62,Yes,v1.0
7590-VHVEG0478,Male,0,No,Yes,40,Yes,DSL,No,Two year,Electronic check,78.96,3213.31,No,v1.0
7590-VHVEG0479,Male,0,Yes,No,42,Yes,Fiber optic,No,Two year,Electronic check,100.28,4110.66,Yes,v1.0
7590-VHVEG0480,Female,0,Yes,No,9,Yes,DSL,Yes,Month-to-month,Mailed check,106.65,945.01,No,v1.0
7590-VHVEG0481,Female,0,Yes,No,50,Yes,No,No internet service,Month-to-month,Mailed check,42.35,2206.0,No,v1.0
7590-VHVEG0482,Female,1,Yes,No,27,No,Fiber optic,No,Two year,Credit card,40.78,1078.0,Yes,v1.0
7590-VHVEG0483,Male,0,No,No,66,Yes,DSL,No,Two year,Credit card,79.88,5256.0,No,v1.0
7590-VHVEG0484,Male,0,Yes,Yes,5,Yes,Fiber optic,No,Month-to-month,Electronic check,60.28,313.16,Yes,v1.0
7590-VHVEG0485,Female,1,No,No,29,Yes,Fiber optic,No,Month-to-month,Electronic check,102.31,3028.51,Yes,v1.0
7590-VHVEG0486,Female,0,No,Yes,37,Yes,Fiber optic,No internet service,Month-to-month,Mailed check,108.2,3828.21,No,v1.0
7590-VHVEG0487,Female,0,Yes,No,38,Yes,DSL,No,One year,Electronic check,54.64,,No,v1.0
7590-VHVEG0488,Female,0,Yes,No,8,Yes,No,No,Month-to-month,Electronic check,43.21,328.69,Yes,v1.0
7590-VHVEG0489,Male,0,No,No,65,Yes,No,No internet service,Month-to-month,Mailed check,96.49,6354.06,Yes,v1.0
7590-VHVEG0490,Female,0,Yes,No,17,Yes,Fiber optic,No,One year,Electronic check,46.93,793.65,No,v1.0
7590-VHVEG0491,Male,0,No,No,71,Yes,No,Yes,Month-to-month,Electronic check,100.62,6882.49,Yes,v1.0
7590-VHVEG0492,Female,0,Yes,No,45,Yes,DSL,Yes,One year,Bank transfer,61.53,2895.47,No,v1.0
7590-VHVEG0493,Male,0,No,Yes,4,No,Fiber optic,No internet service,Month-to-month,Credit card,85.42,342.69,Yes,v1.0
7590-VHVEG0494,Female,0,Yes,No,36,Yes,Fiber optic,No,Month-to-month,Mailed check,29.36,1029.77,No,v1.0
7590-VHVEG0495,Female,0,Yes,Yes,70,Yes,Fiber optic,No,One year,Bank transfer,81.14,5680.02,No,v1.0
7590-VHVEG0496,Male,0,No,Yes,31,Yes,No,No,Month-to-month,Credit card,64.27,2028.26,Yes,v1.0
7590-VHVEG0497,Male,0,No,Yes,19,Yes,DSL,Yes,Two year,Credit card,77.49,1409.88,No,v1.0
7590-VHVEG0498,Female,0,No,No,61,No,DSL,No,Month-to-month,Credit card,36.47,2174.27,No,v1.0
7590-VHVEG0499,Male,0,Yes,Yes,54,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,92.21,5132.39,Yes,v1.0
7590-VHVEG0500,Female,0,Yes,No,39,Yes,DSL,No,One year,Bank transfer,104.55,4061.16,No,v1.0
7590-VHVEG0501,Male,0,Yes,No,19,No,Fiber optic,No,Month-to-month,Credit card,41.24,787.22,No,v1.0
7590-VHVEG0502,Female,0,Yes,No,39,Yes,Fiber optic,No,Two year,Electronic check,29.38,1138.12,No,v1.0
7590-VHVEG0503,Female,0,No,Yes,67,Yes,DSL,No,Month-to-month,Electronic check,22.32,1427.01,Yes,v1.0
7590-VHVEG0504,Female,0,No,No,45,No,Fiber optic,No internet service,Month-to-month,Bank transfer,82.91,3606.38,No,v1.0
7590-VHVEG0505,Female,0,Yes,No,13,Yes,No,No,Month-to-month,Bank transfer,79.5,1027.81,Yes,v1.0
7590-VHVEG0506,Female,0,Yes,No,58,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,73.58,4143.33,Yes,v1.0
7590-VHVEG0507,Female,0,Yes,No,20,Yes,DSL,Yes,Two year,Credit card,42.73,816.16,Yes,v1.0
7590-VHVEG0508,Female,1,No,No,61,Yes,Fiber optic,No,Two year,Electronic check,58.31,3679.07,No,v1.0
7590-VHVEG0509,Female,0,No,Yes,39,Yes,DSL,No internet service,Month-to-month,Bank transfer,78.26,3198.95,Yes,v1.0
7590-VHVEG0510,Male,0,Yes,No,1,Yes,Fiber optic,No internet service,Month-to-month,Bank transfer,68.68,,No,v1.0
7590-VHVEG0511,Male,0,No,Yes,3,Yes,Fiber optic,No internet service,Two year,Mailed check,116.8,362.81,Yes,v1.0
7590-VHVEG0512,Male,0,Yes,No,62,Yes,No,No,Two year,Credit card,33.37,2015.62,No,v1.0
7590-VHVEG0513,Female,0,Yes,No,63,Yes,Fiber optic,No,Month-to-month,Mailed check,88.12,5807.55,Yes,v1.0
7590-VHVEG0514,Female,0,No,No,25,Yes,No,No,Month-to-month,Electronic check,59.62,1445.41,No,v1.0
7590-VHVEG0515,Female,0,No,Yes,56,No,No,Yes,Month-to-month,Mailed check,61.96,3626.6,No,v1.0
7590-VHVEG0516,Male,0,No,No,33,Yes,Fiber optic,Yes,Two year,Mailed check,90.32,3128.2,Yes,v1.0
7590-VHVEG0517,Male,1,No,No,38,Yes,Fiber optic,No internet service,Month-to-month,Mailed check,87.86,,No,v1.0
7590-VHVEG0518,Male,0,Yes,Yes,6,Yes,DSL,Yes,Month-to-month,Credit card,117.14,736.68,Yes,v1.0
7590-VHVEG0519,Male,0,No,No,58,Yes,No,Yes,One year,Electronic check,32.58,1902.93,No,v1.0
7590-VHVEG0520,Male,1,No,No,44,Yes,No,Yes,Month-to-month,Mailed check,30.2,1296.97,Yes,v1.0
7590-VHVEG0521,Female,0,No,No,45,Yes,DSL,No internet service,Month-to-month,Credit card,90.99,4068.54,Yes,v1.0
7590-VHVEG0522,Male,1,No,Yes,32,Yes,DSL,No,Month-to-month,Electronic check,76.68,2476.78,Yes,v1.0
7590-VHVEG0523,Female,0,Yes,Yes,45,Yes,Fiber optic,No,Month-to-month,Bank transfer,46.87,2019.01,No,v1.0
7590-VHVEG0524,Female,0,Yes,Yes,61,Yes,No,No internet service,Month-to-month,Mailed check,27.78,1715.5,Yes,v1.0
7590-VHVEG0525,Female,0,No,Yes,47,Yes,No,No,Month-to-month,Electronic check,28.39,1398.76,No,v1.0
7590-VHVEG0526,Male,0,No,No,21,No,Fiber optic,No,Month-to-month,Mailed check,107.63,,Yes,v1.0
7590-VHVEG0527,Male,1,Yes,No,36,Yes,Fiber optic,Yes,One year,Bank transfer,38.8,1437.78,Yes,v1.0
7590-VHVEG0528,Female,0,Yes,No,19,Yes,Fiber optic,Yes,Two year,Electronic check,51.69,1022.18,No,v1.0
7590-VHVEG0529,Male,0,No,No,20,No,Fiber optic,No internet service,One year,Credit card,42.21,,No,v1.0
7590-VHVEG0530,Male,1,Yes,Yes,57,No,No,No,Month-to-month,Electronic check,54.79,3266.71,No,v1.0
7590-VHVEG0531,Female,0,Yes,No,18,No,Fiber optic,No,Month-to-month,Credit card,26.8,483.5,No,v1.0
7590-VHVEG0532,Female,1,Yes,No,47,Yes,Fiber optic,No,Month-to-month,Electronic check,70.87,3489.77,Yes,v1.0
7590-VHVEG0533,Female,0,Yes,No,49,Yes,Fiber optic,No,Month-to-month,Credit card,26.63,1338.25,Yes,v1.0
7590-VHVEG0534,Female,0,No,Yes,14,Yes,No,Yes,Month-to-month,Bank transfer,98.43,1331.46,Yes,v1.0
7590-VHVEG0535,Female,0,Yes,No,15,Yes,DSL,Yes,One year,Bank transfer,42.9,642.07,No,v1.0
7590-VHVEG0536,Male,0,Yes,No,31,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,72.92,2309.91,Yes,v1.0
7590-VHVEG0537,Female,0,No,No,1,Yes,Fiber optic,Yes,Month-to-month,Electronic check,106.25,103.56,Yes,v1.0
7590-VHVEG0538,Male,1,No,Yes,54,Yes,No,No internet service,Month-to-month,Bank transfer,83.79,4588.06,No,v1.0
7590-VHVEG0539,Male,1,No,Yes,3,Yes,No,Yes,One year,Mailed check,72.23,220.3,Yes,v1.0
7590-VHVEG0540,Female,0,Yes,No,16,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,51.78,800.61,No,v1.0
7590-VHVEG0541,Female,0,No,No,57,Yes,Fiber optic,No,One year,Credit card,52.63,3019.68,No,v1.0
7590-VHVEG0542,Male,1,Yes,Yes,12,Yes,Fiber optic,No internet service,Month-to-month,Credit card,85.61,,Yes,v1.0
7590-VHVEG0543,Female,0,No,No,16,Yes,Fiber optic,Yes,Two year,Credit card,117.43,1878.6,No,v1.0
7590-VHVEG0544,Male,0,Yes,No,24,Yes,DSL,Yes,Two year,Electronic check,84.86,1937.28,Yes,v1.0
7590-VHVEG0545,Female,0,No,No,28,Yes,No,No,Month-to-month,Mailed check,74.66,1987.92,Yes,v1.0
7590-VHVEG0546,Female,1,No,No,8,Yes,DSL,No,Month-to-month,Bank transfer,91.6,722.35,Yes,v1.0
7590-VHVEG0547,Male,0,Yes,No,36,Yes,No,No,Month-to-month,Mailed check,65.59,2461.88,No,v1.0
7590-VHVEG0548,Male,0,No,No,8,No,Fiber optic,No internet service,Month-to-month,Mailed check,25.89,201.53,Yes,v1.0
7590-VHVEG0549,Female,0,No,No,58,Yes,DSL,No internet service,One year,Credit card,75.11,4414.63,Yes,v1.0
7590-VHVEG0550,Female,0,No,Yes,60,Yes,DSL,No,Two year,Credit card,113.85,6640.99,No,v1.0
7590-VHVEG0551,Female,1,No,Yes,50,Yes,Fiber optic,No,One year,Credit card,37.18,1825.83,No,v1.0
7590-VHVEG0552,Male,1,No,No,28,Yes,Fiber optic,No,Two year,Electronic check,87.62,2538.76,No,v1.0
7590-VHVEG0553,Female,0,Yes,No,41,Yes,DSL,Yes,Month-to-month,Mailed check,39.69,1664.6,No,v1.0
7590-VHVEG0554,Female,0,Yes,No,64,Yes,Fiber optic,No internet service,Month-to-month,Mailed check,72.51,4452.95,Yes,v1.0
7590-VHVEG0555,Female,1,No,No,27,No,Fiber optic,No,One year,Electronic check,29.47,790.13,No,v1.0
7590-VHVEG0556,Female,0,No,Yes,63,Yes,DSL,Yes,Month-to-month,Electronic check,64.14,3850.35,No,v1.0
7590-VHVEG0557,Male,0,Yes,No,17,Yes,No,No,One year,Electronic check,94.1,,Yes,v1.0
7590-VHVEG0558,Male,1,Yes,No,33,No,DSL,Yes,Month-to-month,Mailed check,54.06,1813.03,Yes,v1.0
7590-VHVEG0559,Male,0,No,No,29,Yes,No,No,Month-to-month,Mailed check,85.16,2375.46,No,v1.0
7590-VHVEG0560,Female,0,Yes,Yes,13,Yes,Fiber optic,No,Two year,Credit card,97.95,1246.52,No,v1.0
7590-VHVEG0561,Female,0,No,No,46,Yes,DSL,No,Month-to-month,Credit card,110.86,5047.62,Yes,v1.0
7590-VHVEG0562,Female,0,No,No,35,No,DSL,No internet service,Two year,Mailed check,42.99,1567.95,No,v1.0
7590-VHVEG0563,Male,0,No,No,6,No,No,Yes,Two year,Credit card,59.13,372.3,No,v1.0
7590-VHVEG0564,Male,0,No,No,69,No,Fiber optic,No,One year,Electronic check,34.94,2300.93,No,v1.0
7590-VHVEG0565,Male,1,Yes,No,47,Yes,DSL,No,One year,Bank transfer,117.26,5655.23,No,v1.0
7590-VHVEG0566,Male,0,Yes,No,25,Yes,DSL,No,One year,Credit card,110.85,2735.61,Yes,v1.0
7590-VHVEG0567,Female,0,Yes,No,66,Yes,Fiber optic,No,Two year,Mailed check,72.92,4760.69,No,v1.0
7590-VHVEG0568,Male,0,No,No,10,Yes,Fiber optic,No,Month-to-month,Credit card,102.52,1051.26,Yes,v1.0
7590-VHVEG0569,Male,0,Yes,No,56,No,Fiber optic,No,Month-to-month,Credit card,71.05,4145.51,Yes,v1.0
7590-VHVEG0570,Female,0,No,No,30,Yes,Fiber optic,Yes,One year,Credit card,81.11,2543.07,No,v1.0
7590-VHVEG0571,Male,0,No,Yes,5,Yes,No,No internet service,Month-to-month,Bank transfer,28.73,144.78,Yes,v1.0
7590-VHVEG0572,Female,0,Yes,Yes,33,Yes,Fiber optic,No,Month-to-month,Electronic check,94.02,3058.22,Yes,v1.0
7590-VHVEG0573,Female,0,No,No,65,Yes,Fiber optic,No,Month-to-month,Mailed check,32.52,2174.31,Yes,v1.0
7590-VHVEG0574,Female,1,No,No,18,Yes,DSL,Yes,One year,Bank transfer,100.95,1771.94,No,v1.0
7590-VHVEG0575,Female,0,No,No,49,Yes,Fiber optic,Yes,Two year,Mailed check,96.64,4765.64,No,v1.0
7590-VHVEG0576,Female,0,Yes,Yes,11,Yes,DSL,No,Month-to-month,Mailed check,89.46,970.11,No,v1.0
7590-VHVEG0577,Male,0,No,Yes,26,Yes,Fiber optic,No internet service,Two year,Mailed check,23.54,621.72,No,v1.0
7590-VHVEG0578,Male,0,Yes,Yes,63,Yes,No,No,One year,Bank transfer,49.71,3050.22,No,v1.0
7590-VHVEG0579,Female,0,No,No,59,Yes,No,No internet service,Two year,Electronic check,45.79,2618.01,Yes,v1.0
7590-VHVEG0580,Male,0,Yes,No,27,No,No,No,One year,Mailed check,55.29,1555.36,No,v1.0
7590-VHVEG0581,Female,0,No,No,49,Yes,Fiber optic,No,One year,Electronic check,28.59,1345.08,No,v1.0
7590-VHVEG0582,Male,1,Yes,Yes,33,No,DSL,Yes,Month-to-month,Electronic check,111.82,3692.32,No,v1.0
7590-VHVEG0583,Male,0,Yes,No,1,Yes,Fiber optic,No internet service,Two year,Credit card,74.27,72.2,No,v1.0
7590-VHVEG0584,Male,0,No,No,21,Yes,Fiber optic,Yes,Month-to-month,Bank transfer,49.94,1000.41,No,v1.0
7590-VHVEG0585,Male,0,No,Yes,55,Yes,Fiber optic,No internet service,Two year,Bank transfer,58.9,3089.41,No,v1.0
7590-VHVEG0586,Male,0,No,No,6,Yes,DSL,No internet service,Two year,Credit card,63.83,370.52,No,v1.0
7590-VHVEG0587,Male,1,No,Yes,69,Yes,DSL,No internet service,Month-to-month,Credit card,78.86,5640.79,Yes,v1.0
7590-VHVEG0588,Male,0,Yes,No,5,Yes,DSL,No,Month-to-month,Electronic check,70.54,345.01,Yes,v1.0
7590-VHVEG0589,Female,0,No,No,3,Yes,Fiber optic,No,One year,Mailed check,110.1,345.18,No,v1.0
7590-VHVEG0590,Female,0,Yes,No,53,Yes,Fiber optic,No,Month-to-month,Bank transfer,68.7,3670.95,Yes,v1.0
7590-VHVEG0591,Female,0,No,Yes,23,Yes,DSL,Yes,Two year,Mailed check,117.23,2679.23,No,v1.0
7590-VHVEG0592,Male,0,Yes,No,53,Yes,Fiber optic,No,Month-to-month,Mailed check,103.44,5526.21,Yes,v1.0
7590-VHVEG0593,Male,1,Yes,No,37,Yes,DSL,Yes,Month-to-month,Credit card,40.43,1498.56,No,v1.0
7590-VHVEG0594,Female,0,Yes,Yes,17,Yes,Fiber optic,No,Two year,Mailed check,111.2,1939.29,Yes,v1.0
7590-VHVEG0595,Female,0,No,No,1,Yes,No,Yes,One year,Electronic check,31.4,30.72,No,v1.0
7590-VHVEG0596,Male,0,No,No,51,Yes,DSL,Yes,Two year,Credit card,100.11,5030.59,No,v1.0
7590-VHVEG0597,Female,0,Yes,No,45,No,Fiber optic,No,Month-to-month,Mailed check,57.3,2680.17,No,v1.0
7590-VHVEG0598,Female,0,Yes,No,4,Yes,Fiber optic,No,One year,Credit card,106.04,443.1,Yes,v1.0
7590-VHVEG0599,Female,0,Yes,No,62,No,DSL,No,One year,Electronic check,105.07,6770.04,Yes,v1.0
7590-VHVEG0600,Female,0,Yes,No,65,Yes,No,Yes,One year,Electronic check,98.98,6381.92,No,v1.0
7590-VHVEG0601,Male,0,Yes,No,32,Yes,Fiber optic,No,One year,Mailed check,302.37,3204.94,No,v1.0
7590-VHVEG0602,Female,0,No,Yes,34,Yes,Fiber optic,Yes,One year,Credit card,49.86,1691.18,No,v1.0
7590-VHVEG0603,Female,0,Yes,Yes,39,Yes,No,No,Month-to-month,Mailed check,27.93,1089.01,No,v1.0
7590-VHVEG0604,Female,0,No,Yes,26,Yes,DSL,No,Month-to-month,Mailed check,59.49,1501.11,Yes,v1.0
7590-VHVEG0605,Female,0,No,No,34,Yes,Fiber optic,No,One year,Credit card,37.01,1269.65,No,v1.0
7590-VHVEG0606,Male,1,No,No,54,Yes,DSL,No,Month-to-month,Mailed check,88.11,4608.35,Yes,v1.0
7590-VHVEG0607,Female,0,Yes,No,3,Yes,Fiber optic,No,One year,Electronic check,53.92,159.03,No,v1.0
7590-VHVEG0608,Female,0,Yes,No,50,Yes,DSL,No,Month-to-month,Credit card,115.61,5985.71,No,v1.0
7590-VHVEG0609,Female,0,Yes,No,12,Yes,Fiber optic,No,One year,Credit card,82.82,964.67,No,v1.0
7590-VHVEG0610,Female,0,Yes,No,65,Yes,No,No,One year,Credit card,100.6,6258.77,No,v1.0
7590-VHVEG0611,Female,0,No,Yes,54,Yes,DSL,No,Month-to-month,Credit card,32.99,1704.55,No,v1.0
7590-VHVEG0612,Male,1,No,No,5,Yes,DSL,Yes,Month-to-month,Mailed check,104.48,545.41,No,v1.0
7590-VHVEG0613,Female,0,No,No,57,No,DSL,No,Month-to-month,Mailed check,110.43,6298.88,Yes,v1.0
7590-VHVEG0614,Female,0,Yes,No,17,Yes,No,No,One year,Electronic check,67.73,1141.01,Yes,v1.0
7590-VHVEG0615,Male,0,Yes,Yes,47,Yes,No,No,Two year,Bank transfer,79.41,3848.43,Yes,v1.0
7590-VHVEG0616,Female,1,Yes,No,23,Yes,DSL,Yes,Month-to-month,Bank transfer,94.95,2257.22,Yes,v1.0
7590-VHVEG0617,Male,0,Yes,No,14,Yes,DSL,Yes,One year,Electronic check,37.13,511.15,No,v1.0
7590-VHVEG0618,Female,0,Yes,No,66,Yes,DSL,No internet service,Month-to-month,Bank transfer,69.25,4659.09,No,v1.0
7590-VHVEG0619,Male,1,Yes,No,51,Yes,DSL,No,Month-to-month,Electronic check,59.07,3094.19,Yes,v1.0
7590-VHVEG0620,Male,0,No,No,38,No,Fiber optic,Yes,Two year,Mailed check,34.34,1325.28,No,v1.0
7590-VHVEG0621,Female,1,No,Yes,64,Yes,DSL,No,Month-to-month,Credit card,56.02,3460.27,No,v1.0
7590-VHVEG0622,Male,0,Yes,Yes,38,Yes,Fiber optic,No,Month-to-month,Credit card,26.68,1051.98,No,v1.0
7590-VHVEG0623,Female,0,No,No,50,Yes,No,No internet service,Month-to-month,Mailed check,22.53,1130.88,No,v1.0
7590-VHVEG0624,Male,0,No,Yes,30,Yes,Fiber optic,Yes,Month-to-month,Credit card,33.25,975.69,No,v1.0
7590-VHVEG0625,Male,0,No,No,51,Yes,No,Yes,Month-to-month,Credit card,114.39,5790.03,Yes,v1.0
7590-VHVEG0626,Female,0,No,No,63,Yes,DSL,No internet service,Month-to-month,Bank transfer,73.85,4437.64,No,v1.0
7590-VHVEG0627,Male,0,Yes,No,52,Yes,DSL,Yes,One year,Mailed check,114.65,5739.97,No,v1.0
7590-VHVEG0628,Female,0,No,Yes,38,Yes,DSL,Yes,Month-to-month,Bank transfer,62.38,2433.57,Yes,v1.0
7590-VHVEG0629,Male,0,Yes,No,30,Yes,Fiber optic,No internet service,Month-to-month,Bank transfer,50.56,,No,v1.0
7590-VHVEG0630,Male,0,Yes,No,51,Yes,Fiber optic,No,Month-to-month,Credit card,69.6,3520.08,Yes,v1.0
7590-VHVEG0631,Female,1,No,No,5,Yes,Fiber optic,Yes,Month-to-month,Credit card,63.07,316.07,Yes,v1.0
7590-VHVEG0632,Female,1,Yes,No,29,Yes,DSL,Yes,One year,Mailed check,30.36,841.09,No,v1.0
7590-VHVEG0633,Male,1,No,No,4,Yes,Fiber optic,Yes,Two year,Credit card,82.8,346.87,Yes,v1.0
7590-VHVEG0634,Female,0,Yes,Yes,10,Yes,DSL,Yes,Month-to-month,Credit card,41.17,400.44,Yes,v1.0
7590-VHVEG0635,Female,0,Yes,No,56,Yes,Fiber optic,No internet service,Two year,Mailed check,80.72,4431.79,No,v1.0
7590-VHVEG0636,Male,1,No,Yes,17,Yes,Fiber optic,No,One year,Credit card,83.72,1395.33,No,v1.0
7590-VHVEG0637,Male,1,No,No,17,Yes,Fiber optic,No,One year,Bank transfer,34.9,577.28,No,v1.0
7590-VHVEG0638,Female,0,Yes,No,69,Yes,No,No internet service,Month-to-month,Mailed check,26.01,1705.37,Yes,v1.0
7590-VHVEG0639,Male,0,No,No,34,Yes,DSL,No,Month-to-month,Credit card,96.51,3356.76,Yes,v1.0
7590-VHVEG0640,Female,0,Yes,No,6,Yes,Fiber optic,Yes,Month-to-month,Electronic check,65.06,408.59,No,v1.0
7590-VHVEG0641,Female,0,No,No,53,Yes,DSL,No,One year,Mailed check,25.7,1324.55,No,v1.0
7590-VHVEG0642,Female,0,Yes,No,66,Yes,Fiber optic,No internet service,Month-to-month,Mailed check,117.5,7881.24,Yes,v1.0
7590-VHVEG0643,Female,0,Yes,No,43,Yes,No,No internet service,Two year,Electronic check,25.66,1130.18,No,v1.0
7590-VHVEG0644,Female,0,Yes,Yes,23,Yes,DSL,Yes,Month-to-month,Credit card,88.11,2097.22,Yes,v1.0
7590-VHVEG0645,Female,0,Yes,Yes,55,Yes,Fiber optic,No,Month-to-month,Credit card,116.4,6352.5,No,v1.0
7590-VHVEG0646,Male,0,Yes,Yes,16,Yes,DSL,No,One year,Mailed check,43.44,681.34,No,v1.0
7590-VHVEG0647,Female,0,No,Yes,8,Yes,Fiber optic,No internet service,Month-to-month,Mailed check,33.94,266.78,Yes,v1.0
7590-VHVEG0648,Male,1,Yes,No,4,Yes,No,Yes,Month-to-month,Credit card,31.9,130.3,No,v1.0
7590-VHVEG0649,Female,0,No,No,4,No,Fiber optic,No,One year,Credit card,49.72,205.18,No,v1.0
7590-VHVEG0650,Male,0,No,Yes,56,Yes,DSL,No internet service,Two year,Bank transfer,29.9,1621.22,No,v1.0
7590-VHVEG0651,Male,0,Yes,Yes,25,Yes,Fiber optic,No,One year,Mailed check,87.83,2167.46,Yes,v1.0
7590-VHVEG0652,Male,0,Yes,No,67,Yes,DSL,No,One year,Mailed check,26.1,1819.31,No,v1.0
7590-VHVEG0653,Female,0,No,No,67,Yes,DSL,Yes,One year,Electronic check,69.92,4828.55,No,v1.0
7590-VHVEG0654,Male,0,Yes,No,27,Yes,DSL,Yes,Two year,Bank transfer,117.68,3331.31,No,v1.0
