PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
776,0,2,"Passenger, Traveler 776",male,27.2,0,0,10.44,,S
777,0,3,"Passenger, Traveler 777",female,11.6,0,0,4.02,C114,S
778,0,3,"Passenger, Traveler 778",female,27.8,0,0,21.53,,S
779,1,3,"Passenger, Traveler 779",female,62.0,1,0,61.48,,S
780,0,3,"Passenger, Traveler 780",male,,1,0,16.99,,S
781,0,3,"Passenger, Traveler 781",male,13.9,0,1,4.15,,S
782,1,1,"Passenger, Traveler 782",female,26.7,1,0,189.57,,S
783,0,2,"Passenger, Traveler 783",male,28.2,0,0,50.22,,S
784,0,3,"Passenger, Traveler 784",female,15.4,3,2,20.53,C110,S
785,1,3,"Passenger, Traveler 785",male,11.7,0,1,12.37,,C
786,0,2,"Passenger, Traveler 786",male,49.4,0,4,17.49,,S
787,0,1,"Passenger, Traveler 787",male,37.0,0,0,31.06,,C
788,0,3,"Passenger, Traveler 788",female,,0,0,4.21,,S
789,1,1,"Passenger, Traveler 789",male,12.9,1,0,92.73,,S
790,0,3,"Passenger, Traveler 790",male,,0,0,4.22,C80,S
791,0,2,"Passenger, Traveler 791",male,,0,4,32.81,,S
792,0,1,"Passenger, Traveler 792",male,21.3,0,0,85.49,,S
793,0,2,"Passenger, Traveler 793",male,59.7,0,1,41.75,,S
794,0,3,"Passenger, Traveler 794",male,33.2,0,0,5.68,C27,C
795,0,3,"Passenger, Traveler 795",male,20.7,8,0,11.77,,S
796,0,2,"Passenger, Traveler 796",male,39.6,1,2,30.99,,S
797,0,3,"Passenger, Traveler 797",male,16.2,0,0,18.56,,S
798,1,1,"Passenger, Traveler 798",male,23.8,0,4,143.97,,S
799,1,1,"Passenger, Traveler 799",male,2.8,0,1,266.72,,S
800,0,3,"Passenger, Traveler 800",male,48.2,1,0,22.88,,S
801,0,1,"Passenger, Traveler 801",male,26.8,2,0,118.79,,S
802,0,3,"Passenger, Traveler 802",male,17.8,0,2,29.46,C59,S
803,0,3,"Passenger, Traveler 803",male,,1,0,28.84,C29,S
804,0,3,"Passenger, Traveler 804",male,14.5,0,0,29.32,,S
805,0,3,"Passenger, Traveler 805",male,,0,0,4.81,C65,S
806,0,3,"Passenger, Traveler 806",male,,2,0,5.29,,S
807,1,1,"Passenger, Traveler 807",male,12.3,0,0,139.06,C11,S
808,0,2,"Passenger, Traveler 808",female,20.2,0,0,84.31,,S
809,0,2,"Passenger, Traveler 809",male,26.8,0,0,70.88,,C
810,0,3,"Passenger, Traveler 810",male,,0,0,18.68,,S
811,0,2,"Passenger, Traveler 811",male,,0,1,20.95,,S
812,0,3,"Passenger, Traveler 812",male,26.2,2,0,16.99,,Q
813,0,3,"Passenger, Traveler 813",male,,0,1,22.16,,S
814,1,3,"Passenger, Traveler 814",female,,1,0,19.34,,S
815,0,3,"Passenger, Traveler 815",male,22.5,0,2,7.2,,S
816,1,3,"Passenger, Traveler 816",female,,0,0,9.14,,C
817,0,2,"Passenger, Traveler 817",male,,4,0,31.93,,S
818,0,3,"Passenger, Traveler 818",female,9.5,0,1,10.76,,S
819,0,2,"Passenger, Traveler 819",female,21.9,0,0,14.04,,S
820,0,1,"Passenger, Traveler 820",male,,0,0,30.95,,S
821,0,3,"Passenger, Traveler 821",male,41.5,0,4,11.15,,S
822,1,3,"Passenger, Traveler 822",male,35.7,0,0,11.59,C35,S
823,1,3,"Passenger, Traveler 823",female,0.4,1,2,21.14,,C
824,0,3,"Passenger, Traveler 824",male,18.4,8,0,11.28,,C
825,0,3,"Passenger, Traveler 825",male,36.5,0,0,6.62,C32,S
826,1,1,"Passenger, Traveler 826",male,54.5,1,0,90.25,C41,S
827,0,3,"Passenger, Traveler 827",male,29.5,1,0,19.96,,S
828,0,3,"Passenger, Traveler 828",female,31.1,1,0,7.85,,S
829,0,3,"Passenger, Traveler 829",female,,0,0,14.36,C22,S
830,1,2,"Passenger, Traveler 830",male,10.8,0,0,39.6,C22,S
831,0,1,"Passenger, Traveler 831",male,34.8,0,0,176.21,,S
832,1,3,"Passenger, Traveler 832",male,7.6,0,0,27.99,,S
833,0,2,"Passenger, Traveler 833",female,28.5,0,1,16.38,,C
834,1,3,"Passenger, Traveler 834",female,31.0,0,0,12.56,,S
835,0,2,"Passenger, Traveler 835",male,30.4,0,1,37.67,C26,C
836,0,2,"Passenger, Traveler 836",male,10.9,0,2,11.52,,C
837,0,3,"Passenger, Traveler 837",female,19.4,0,0,35.83,,S
838,0,2,"Passenger, Traveler 838",male,39.7,0,4,35.18,,S
839,0,3,"Passenger, Traveler 839",male,30.8,1,0,12.25,C98,S
840,1,1,"Passenger, Traveler 840",male,,0,0,157.46,,C
841,0,2,"Passenger, Traveler 841",male,14.2,1,0,13.92,,S
842,0,2,"Passenger, Traveler 842",male,41.3,3,0,27.69,,C
843,1,3,"Passenger, Traveler 843",female,30.2,1,2,19.64,,S
844,0,2,"Passenger, Traveler 844",male,13.3,1,0,28.87,,S
845,0,3,"Passenger, Traveler 845",male,27.0,2,0,26.29,,Q
846,0,3,"Passenger, Traveler 846",male,18.0,0,0,4.53,,S
847,1,3,"Passenger, Traveler 847",female,34.1,8,0,11.49,,Q
848,0,3,"Passenger, Traveler 848",male,47.9,1,0,5.14,C67,S
849,0,2,"Passenger, Traveler 849",male,14.0,1,0,59.59,,S
850,0,2,"Passenger, Traveler 850",male,32.0,0,2,10.22,,S
851,0,3,"Passenger, Traveler 851",female,,0,1,10.87,,Q
852,0,1,"Passenger, Traveler 852",male,0.4,0,0,35.16,,C
853,0,3,"Passenger, Traveler 853",male,41.8,0,0,4.67,,C
854,0,3,"Passenger, Traveler 854",male,60.1,1,0,9.39,,S
855,0,2,"Passenger, Traveler 855",male,31.7,0,0,44.74,,S
856,0,3,"Passenger, Traveler 856",female,49.4,0,0,5.43,C95,S
857,0,3,"Passenger, Traveler 857",male,11.5,0,0,7.94,,S
858,0,2,"Passenger, Traveler 858",male,19.3,0,0,21.85,,C
859,0,3,"Passenger, Traveler 859",male,30.7,0,2,14.54,C36,C
860,0,1,"Passenger, Traveler 860",male,,0,1,237.92,,S
861,0,3,"Passenger, Traveler 861",male,30.3,0,0,486.02,,C
862,1,3,"Passenger, Traveler 862",female,44.2,0,0,40.74,,C
863,0,3,"Passenger, Traveler 863",male,,0,0,22.68,,Q
864,0,3,"Passenger, Traveler 864",male,44.9,3,0,23.32,,S
865,1,3,"Passenger, Traveler 865",female,1.8,1,0,12.61,,C
866,0,3,"Passenger, Traveler 866",male,,1,0,11.3,,S
867,0,3,"Passenger, Traveler 867",male,26.8,0,1,9.21,,S
868,1,3,"Passenger, Traveler 868",female,16.3,0,5,21.04,,S
869,0,3,"Passenger, Traveler 869",female,21.7,0,0,6.01,C26,S
870,0,3,"Passenger, Traveler 870",male,,5,0,4.58,,S
871,0,3,"Passenger, Traveler 871",female,47.7,1,0,33.54,,S
872,0,3,"Passenger, Traveler 872",male,40.1,0,2,4.04,C99,C
873,0,3,"Passenger, Traveler 873",male,,1,2,41.65,,S
874,0,1,"Passenger, Traveler 874",male,20.7,0,0,96.28,,S
875,1,3,"Passenger, Traveler 875",female,12.0,0,0,7.98,,S
876,0,3,"Passenger, Traveler 876",male,18.0,1,0,15.97,C47,S
877,0,3,"Passenger, Traveler 877",male,20.1,0,0,21.03,,S
878,1,1,"Passenger, Traveler 878",female,20.9,0,0,35.09,C23,S
879,0,3,"Passenger, Traveler 879",male,37.4,1,0,18.74,,C
880,0,1,"Passenger, Traveler 880",male,,0,1,119.65,,C
881,1,2,"Passenger, Traveler 881",male,,0,0,15.37,,S
882,0,3,"Passenger, Traveler 882",male,28.0,2,1,4.43,,S
883,0,3,"Passenger, Traveler 883",male,45.6,0,0,6.28,,S
884,1,2,"Passenger, Traveler 884",male,11.0,0,1,31.72,C23,S
885,0,3,"Passenger, Traveler 885",male,41.2,0,0,4.67,,S
886,0,2,"Passenger, Traveler 886",male,0.4,0,0,17.77,,S
887,1,1,"Passenger, Traveler 887",male,,0,0,55.12,C21,S
888,0,1,"Passenger, Traveler 888",male,51.6,0,1,45.97,,C
889,0,3,"Passenger, Traveler 889",male,34.1,0,2,6.91,C78,S
890,0,1,"Passenger, Traveler 890",male,,0,0,93.26,,S
891,0,1,"Passenger, Traveler 891",male,43.0,1,0,51.14,,S
