MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,OceanProximity,MedianHouseValue
1.107,6.2,2.0,0.33,409.0,3.33,37.45,-118.386,NEAR OCEAN,148.7
2.689,46.6,2.66,0.62,1207.0,2.06,39.293,-123.885,<1H OCEAN,219.1
1.995,8.6,2.08,0.49,2267.0,2.97,37.788,-119.695,INLAND,102.8
3.819,34.8,4.29,0.82,247.0,3.01,40.21,-119.942,<1H OCEAN,233.7
1.015,32.1,2.0,0.26,1022.0,4.18,40.525,-118.833,<1H OCEAN,124.6
4.718,40.6,5.84,1.23,805.0,3.17,34.712,-116.922,<1H OCEAN,248.2
1.008,29.1,2.0,0.6,486.0,2.89,36.868,-121.472,NEAR OCEAN,179.2
3.857,4.0,4.6,0.95,770.0,2.44,38.531,-119.972,NEAR OCEAN,242.5
2.456,37.0,2.42,0.55,5125.0,3.49,41.795,-116.373,INLAND,125.3
1.734,20.5,2.18,0.32,1742.0,2.8,38.986,-115.074,INLAND,76.2
1.431,17.3,2.0,0.4,627.0,2.55,41.028,-115.387,NEAR BAY,103.4
1.98,51.6,2.28,0.45,1316.0,2.22,40.538,-119.524,<1H OCEAN,154.1
2.51,31.1,3.94,0.7,540.0,2.76,38.03,-119.091,INLAND,103.8
3.06,37.2,3.79,0.8,1333.0,3.56,40.99,-119.009,INLAND,147.4
3.302,27.8,4.25,0.89,2918.0,2.59,36.086,-115.613,NEAR BAY,221.0
2.716,40.3,2.14,0.4,1177.0,3.03,36.103,-115.901,<1H OCEAN,190.4
2.401,39.4,2.4,0.48,1786.0,2.55,39.919,-121.185,NEAR BAY,190.8
7.316,34.5,9.04,2.01,925.0,3.14,33.778,-122.672,<1H OCEAN,379.9
4.541,51.9,5.59,1.06,1091.0,3.07,35.405,-120.51,<1H OCEAN,264.2
1.134,24.4,2.0,0.29,1625.0,2.37,38.281,-121.416,<1H OCEAN,139.7
2.141,37.0,2.8,0.44,2208.0,3.67,36.491,-114.792,<1H OCEAN,185.2
2.88,41.7,3.92,0.81,1493.0,1.84,41.437,-121.641,INLAND,165.0
1.775,20.2,2.0,0.15,4753.0,3.91,41.606,-122.488,INLAND,95.5
2.517,24.3,2.71,0.49,2257.0,3.26,37.275,-115.305,<1H OCEAN,163.3
1.199,50.4,2.0,0.3,2002.0,3.47,37.621,-123.435,INLAND,81.5
3.211,2.6,4.1,0.81,2438.0,1.68,39.384,-121.697,NEAR OCEAN,220.0
8.707,18.1,10.16,2.03,596.0,2.96,36.844,-119.909,NEAR OCEAN,480.3
3.326,25.8,4.42,0.92,879.0,4.23,34.306,-118.349,INLAND,176.0
3.319,1.1,3.74,0.81,1197.0,2.88,39.596,-121.023,NEAR BAY,154.8
2.716,46.9,2.98,0.71,945.0,3.1,39.509,-119.338,INLAND,151.3
1.384,15.6,2.83,0.53,2456.0,2.08,34.827,-122.312,<1H OCEAN,68.1
7.717,14.1,8.64,1.66,233.0,1.85,40.413,-118.557,<1H OCEAN,361.2
3.534,42.8,4.63,1.01,482.0,3.18,38.33,-120.222,<1H OCEAN,212.1
4.222,15.2,4.16,0.67,2762.0,2.46,34.745,-115.807,INLAND,192.1
2.397,34.5,3.2,0.72,273.0,2.56,38.694,-120.143,NEAR BAY,151.7
4.301,42.9,6.51,1.32,509.0,3.05,34.719,-119.862,NEAR OCEAN,265.8
7.69,41.4,9.76,2.0,719.0,3.55,35.02,-118.378,<1H OCEAN,380.7
6.269,40.9,8.19,1.67,1867.0,3.42,40.556,-123.068,INLAND,283.3
0.112,5.5,2.0,0.41,1186.0,3.08,41.33,-122.732,INLAND,14.9
6.044,5.1,7.72,1.56,3911.0,3.71,34.94,-116.398,NEAR BAY,318.6
1.604,16.6,2.05,0.3,510.0,3.84,41.316,-121.566,<1H OCEAN,123.5
1.677,2.8,3.03,0.54,2668.0,2.89,34.769,-117.453,INLAND,69.9
1.212,26.5,2.0,0.58,599.0,4.33,33.614,-123.326,NEAR BAY,141.7
1.564,21.1,2.47,0.56,538.0,2.13,33.053,-116.082,NEAR BAY,114.8
3.876,29.4,4.87,1.08,1028.0,1.77,34.8,-114.418,<1H OCEAN,258.2
3.299,16.2,3.5,0.67,289.0,4.11,36.16,-120.563,<1H OCEAN,195.1
4.418,25.8,5.16,1.04,782.0,2.44,41.312,-119.245,INLAND,213.2
3.072,18.1,2.89,0.63,727.0,0.86,34.801,-119.873,NEAR OCEAN,236.2
1.607,11.0,2.0,0.52,409.0,2.74,35.972,-115.358,<1H OCEAN,136.8
4.642,34.1,4.97,0.98,2566.0,3.98,39.474,-124.201,NEAR BAY,264.5
2.543,35.3,2.86,0.62,785.0,2.75,35.37,-117.765,<1H OCEAN,170.6
4.712,43.3,5.69,1.21,5016.0,1.58,39.001,-117.776,INLAND,261.9
3.557,45.6,3.61,0.82,2960.0,2.77,36.605,-120.476,INLAND,178.4
3.239,36.9,3.73,0.73,460.0,2.85,34.366,-122.107,<1H OCEAN,187.2
8.5,36.1,10.32,2.19,1044.0,2.73,39.474,-121.903,<1H OCEAN,448.2
0.781,3.9,2.0,0.26,1305.0,2.42,32.757,-116.295,INLAND,28.2
0.833,6.6,2.0,0.29,2251.0,2.46,35.277,-123.639,NEAR OCEAN,94.1
1.987,42.4,2.02,0.45,2802.0,3.58,35.884,-118.662,<1H OCEAN,146.9
4.746,12.9,6.36,1.32,1374.0,2.54,36.853,-121.232,INLAND,161.0
2.175,19.1,2.0,0.38,243.0,3.13,38.959,-121.648,INLAND,86.7
2.591,8.4,3.69,0.69,988.0,3.13,36.864,-119.243,INLAND,145.5
0.872,11.0,2.0,0.36,2793.0,2.51,38.146,-115.321,NEAR BAY,102.8
4.631,40.5,5.38,0.99,1702.0,2.4,38.16,-118.119,INLAND,217.6
0.912,14.4,2.0,0.4,2650.0,3.06,36.046,-116.414,INLAND,36.4
2.405,23.9,2.5,0.34,1545.0,1.68,41.373,-118.293,INLAND,112.5
0.587,8.7,2.0,0.51,254.0,4.6,41.581,-117.323,INLAND,52.8
5.224,35.6,7.38,1.51,4331.0,2.54,38.028,-119.976,<1H OCEAN,250.9
0.855,38.1,2.0,0.53,3202.0,2.69,33.181,-115.04,NEAR BAY,173.5
2.302,19.4,2.51,0.52,362.0,3.59,37.166,-119.281,<1H OCEAN,140.0
2.011,41.0,2.0,0.4,343.0,2.86,34.252,-118.782,INLAND,108.3
4.24,13.2,4.94,1.0,1129.0,2.67,37.091,-119.05,INLAND,177.0
3.351,36.3,4.16,0.76,1898.0,1.93,34.291,-121.138,<1H OCEAN,209.4
8.227,38.2,10.23,1.92,778.0,3.08,39.187,-121.988,<1H OCEAN,396.2
1.104,50.4,2.0,0.3,376.0,2.56,33.264,-123.562,<1H OCEAN,152.0
6.037,12.8,8.14,1.58,1057.0,4.67,41.556,-117.118,<1H OCEAN,324.6
6.764,5.8,8.13,1.54,694.0,2.84,34.356,-121.407,NEAR OCEAN,384.3
8.054,14.4,9.43,2.02,720.0,1.19,38.776,-120.408,NEAR OCEAN,425.5
3.074,7.3,3.95,0.72,1443.0,3.76,41.211,-115.101,<1H OCEAN,167.0
1.264,9.7,2.0,0.44,2802.0,2.2,34.855,-118.636,<1H OCEAN,104.6
3.985,18.0,4.4,0.94,1181.0,3.09,41.376,-123.329,NEAR OCEAN,262.1
0.959,22.1,2.0,0.52,1596.0,4.12,36.192,-116.304,<1H OCEAN,86.4
5.649,47.1,5.96,1.26,1494.0,2.75,41.625,-121.739,ISLAND,317.2
2.863,11.0,3.29,0.64,1161.0,2.84,41.728,-118.773,<1H OCEAN,209.3
3.719,50.6,5.07,1.18,647.0,3.75,34.287,-119.2,INLAND,185.8
8.036,42.3,9.98,1.87,769.0,4.14,40.395,-121.919,<1H OCEAN,415.3
3.329,46.0,4.56,0.82,655.0,2.89,34.337,-123.142,<1H OCEAN,206.8
1.276,48.4,2.0,0.42,3194.0,4.62,34.651,-122.187,<1H OCEAN,157.5
2.879,39.4,3.37,0.68,2303.0,1.61,33.299,-123.327,INLAND,133.5
2.052,41.2,2.0,0.48,1239.0,2.28,33.987,-121.544,<1H OCEAN,156.8
3.546,23.3,4.76,0.97,3120.0,2.62,38.506,-114.327,INLAND,170.9
2.367,27.0,3.51,0.74,2810.0,3.85,36.768,-120.279,<1H OCEAN,146.5
1.883,48.6,2.0,0.5,3352.0,3.18,40.014,-115.661,INLAND,122.8
2.94,20.3,4.34,0.88,501.0,2.46,35.654,-118.808,INLAND,154.8
1.239,3.1,2.0,0.47,1717.0,2.1,41.702,-117.634,<1H OCEAN,105.3
2.782,39.9,2.8,0.48,1328.0,1.81,32.974,-122.737,<1H OCEAN,210.6
4.129,30.2,4.8,0.89,1788.0,3.41,33.098,-121.552,INLAND,163.5
6.996,42.6,8.71,1.83,567.0,2.69,39.163,-119.196,INLAND,322.9
2.084,4.9,2.47,0.51,1624.0,3.81,40.932,-115.489,NEAR BAY,128.1
9.026,32.7,10.54,2.13,833.0,1.85,40.057,-123.871,NEAR OCEAN,484.9
3.756,13.6,4.8,0.89,2356.0,3.34,37.153,-119.231,<1H OCEAN,242.8
2.457,47.1,3.29,0.62,2104.0,2.97,35.062,-123.79,<1H OCEAN,126.2
2.651,6.6,3.09,0.65,485.0,2.51,32.628,-119.732,<1H OCEAN,148.9
3.012,44.0,3.44,0.66,444.0,2.57,37.34,-118.011,<1H OCEAN,159.9
2.28,5.5,2.46,0.41,1718.0,3.08,37.019,-116.853,<1H OCEAN,121.0
1.914,2.3,2.54,0.42,1159.0,2.97,35.77,-122.915,<1H OCEAN,118.9
3.489,13.0,3.39,0.61,1178.0,2.29,37.992,-122.634,<1H OCEAN,217.2
0.762,18.0,2.0,0.37,1876.0,3.41,39.424,-119.599,<1H OCEAN,111.0
1.707,33.0,2.0,0.37,2517.0,3.96,39.158,-114.32,<1H OCEAN,160.2
4.678,7.7,5.22,1.2,528.0,2.8,35.001,-120.74,<1H OCEAN,254.5
0.648,23.3,2.0,0.49,1173.0,3.47,38.06,-120.025,<1H OCEAN,67.7
3.861,11.4,4.71,0.97,2319.0,2.87,33.913,-119.976,INLAND,179.6
3.228,44.6,5.11,1.21,2674.0,4.93,33.655,-123.493,<1H OCEAN,201.2
2.016,3.3,2.04,0.4,607.0,3.01,39.966,-116.558,<1H OCEAN,142.2
2.338,19.2,2.8,0.61,332.0,3.56,39.091,-121.769,<1H OCEAN,140.5
2.925,33.2,3.03,0.64,518.0,3.93,39.795,-117.263,INLAND,139.9
3.945,47.6,5.7,1.19,3691.0,2.49,33.948,-119.549,NEAR OCEAN,284.5
3.74,45.3,5.34,0.99,945.0,3.56,41.189,-118.182,<1H OCEAN,242.7
5.811,46.7,6.19,1.21,851.0,3.69,33.765,-123.76,INLAND,253.0
3.611,4.2,4.25,0.77,216.0,3.34,40.765,-115.4,INLAND,161.0
6.442,43.9,7.75,1.59,263.0,3.61,35.848,-121.861,INLAND,266.5
0.73,40.8,2.0,0.4,1526.0,2.48,33.502,-117.599,NEAR OCEAN,185.8
5.748,47.0,6.66,1.14,1269.0,4.72,35.224,-116.32,NEAR OCEAN,342.5
2.469,16.9,3.35,0.72,1228.0,1.08,34.224,-118.9,<1H OCEAN,123.1
3.377,47.5,4.95,1.01,340.0,2.33,37.161,-120.927,<1H OCEAN,221.6
4.395,21.5,5.68,1.31,721.0,1.93,41.523,-114.521,INLAND,184.8
1.49,33.3,2.22,0.54,2208.0,4.38,35.615,-121.516,NEAR BAY,117.9
2.641,22.6,2.99,0.71,431.0,2.9,38.315,-114.813,NEAR OCEAN,240.7
6.092,22.8,7.82,1.45,2771.0,2.24,40.971,-122.738,<1H OCEAN,327.0
6.981,28.9,8.88,1.89,355.0,2.52,38.486,-120.408,<1H OCEAN,361.6
2.005,19.2,2.17,0.41,422.0,1.78,35.941,-122.915,NEAR OCEAN,166.4
4.223,41.4,4.95,0.92,980.0,3.5,41.913,-124.278,INLAND,191.4
2.307,33.3,2.0,0.17,3687.0,3.58,34.28,-121.697,INLAND,106.7
1.009,36.2,2.0,0.53,680.0,3.24,37.471,-123.428,INLAND,32.8
6.713,12.8,7.84,1.54,1488.0,2.43,40.069,-114.437,<1H OCEAN,334.2
1.489,50.4,2.0,0.39,1266.0,4.22,32.506,-116.683,NEAR OCEAN,196.8
10.81,34.7,12.0,2.43,394.0,3.63,39.169,-124.263,NEAR OCEAN,500.0
1.197,11.1,2.0,0.59,542.0,1.6,35.032,-122.064,INLAND,61.3
5.66,39.3,7.06,1.39,3394.0,2.84,34.112,-117.599,INLAND,235.1
5.496,9.9,5.99,1.2,445.0,2.07,35.105,-120.314,INLAND,209.9
2.32,4.2,3.43,0.78,1625.0,4.18,41.685,-115.982,<1H OCEAN,139.9
3.657,27.9,4.63,0.9,4212.0,2.64,40.973,-119.251,<1H OCEAN,246.3
2.362,29.2,3.04,0.52,353.0,1.9,34.531,-117.763,<1H OCEAN,191.1
1.727,10.6,2.55,0.29,811.0,2.88,33.612,-118.33,NEAR BAY,137.9
4.038,18.8,5.01,1.13,504.0,4.27,35.959,-117.918,<1H OCEAN,266.8
5.004,49.2,5.5,1.12,501.0,3.69,38.127,-121.999,<1H OCEAN,299.8
1.906,15.5,2.6,0.57,352.0,2.58,40.738,-120.567,INLAND,101.4
6.719,8.9,7.67,1.49,1458.0,2.86,41.678,-123.794,<1H OCEAN,355.5
3.593,51.6,4.42,0.95,1846.0,3.8,39.636,-118.424,<1H OCEAN,248.9
3.049,16.4,3.27,0.6,1555.0,4.12,38.191,-119.707,INLAND,168.1
3.105,35.7,4.56,0.93,3303.0,1.76,33.852,-116.693,INLAND,153.3
6.61,12.8,8.27,1.66,389.0,3.12,33.203,-122.236,INLAND,261.8
2.523,29.1,3.53,0.82,663.0,2.72,38.162,-119.932,INLAND,122.3
2.6,20.7,2.74,0.61,707.0,2.61,37.621,-122.493,INLAND,125.3
6.525,50.0,7.98,1.53,517.0,4.07,40.538,-118.16,<1H OCEAN,332.9
6.818,23.1,8.28,1.72,384.0,1.92,35.565,-115.82,INLAND,276.9
5.433,30.8,6.57,1.28,1000.0,3.64,32.877,-116.646,<1H OCEAN,283.5
1.296,49.2,2.0,0.32,2358.0,1.17,36.525,-114.858,INLAND,69.2
8.899,51.5,11.66,2.39,3909.0,2.42,41.707,-114.583,<1H OCEAN,435.3
3.398,6.2,4.06,0.83,366.0,3.03,40.058,-116.58,<1H OCEAN,205.6
2.994,43.6,3.84,0.65,2279.0,1.95,32.821,-121.432,<1H OCEAN,220.5
5.447,20.5,5.88,1.12,2289.0,4.76,40.809,-122.107,<1H OCEAN,256.2
3.873,31.3,5.38,1.15,791.0,2.43,36.981,-119.825,INLAND,186.2
2.373,20.1,3.54,0.75,340.0,2.36,35.965,-114.361,INLAND,109.7
7.369,21.5,9.27,1.9,5727.0,2.45,35.794,-120.173,<1H OCEAN,383.0
2.982,9.1,3.71,0.93,1479.0,3.47,38.154,-122.309,NEAR BAY,171.2
3.342,30.2,5.18,1.14,5034.0,3.73,37.541,-114.857,INLAND,133.1
7.335,28.9,9.29,1.85,993.0,2.65,38.738,-120.441,NEAR OCEAN,396.8
5.245,10.7,5.61,1.08,803.0,3.25,37.95,-117.391,INLAND,194.4
4.499,28.6,5.51,1.03,541.0,3.32,33.867,-116.418,<1H OCEAN,207.8
2.306,50.6,3.06,0.57,5131.0,1.85,34.944,-115.868,NEAR BAY,181.7
3.994,37.4,4.85,0.81,550.0,2.9,40.49,-116.087,NEAR OCEAN,290.1
4.142,25.5,5.26,0.93,229.0,2.5,38.801,-115.938,INLAND,189.8
4.084,47.7,5.62,1.19,1062.0,1.75,36.76,-117.623,<1H OCEAN,225.8
3.039,30.3,3.55,0.86,768.0,3.17,34.235,-120.262,<1H OCEAN,168.8
1.908,7.9,2.1,0.43,564.0,3.81,32.573,-117.627,NEAR OCEAN,177.0
5.687,28.9,6.28,1.19,1408.0,3.04,35.463,-115.933,<1H OCEAN,334.6
2.244,10.2,2.0,0.06,744.0,0.94,33.021,-120.794,INLAND,123.8
3.238,40.1,3.73,0.92,818.0,2.63,37.082,-121.335,INLAND,155.8
0.477,50.3,2.0,0.27,228.0,2.29,40.307,-120.863,<1H OCEAN,113.6
5.161,19.4,6.09,1.07,1267.0,4.42,35.211,-118.787,INLAND,240.2
1.688,23.2,2.0,0.37,356.0,2.73,40.554,-123.776,INLAND,83.2
4.144,22.5,4.44,0.88,489.0,1.71,39.193,-116.51,<1H OCEAN,206.9
1.345,15.6,2.0,0.4,1715.0,2.96,33.69,-122.911,INLAND,14.9
2.808,41.5,3.63,0.64,651.0,3.51,38.623,-122.972,NEAR OCEAN,239.2
2.64,32.5,2.9,0.62,414.0,3.08,33.941,-122.323,INLAND,127.6
1.703,4.3,2.0,0.35,1234.0,2.36,38.721,-118.531,INLAND,37.4
3.64,43.8,5.42,1.03,490.0,2.63,33.856,-121.444,<1H OCEAN,202.1
1.142,10.5,2.0,0.37,579.0,3.61,36.229,-120.619,<1H OCEAN,98.9
4.829,50.9,5.91,1.11,1365.0,3.08,37.883,-114.984,ISLAND,273.0
4.986,20.2,6.11,1.1,1816.0,4.62,32.979,-115.828,INLAND,244.3
1.824,32.4,2.0,0.28,1815.0,3.08,33.956,-115.778,<1H OCEAN,177.3
6.558,5.0,7.66,1.42,990.0,1.78,35.544,-118.524,INLAND,249.3
2.846,18.6,3.28,0.7,927.0,2.84,36.892,-115.635,INLAND,158.8
1.592,41.9,2.0,0.44,2059.0,2.55,40.656,-116.514,<1H OCEAN,179.6
0.891,25.3,2.0,0.37,457.0,1.76,34.279,-114.768,NEAR OCEAN,151.8
0.223,47.1,2.0,0.38,398.0,3.1,35.801,-123.656,<1H OCEAN,78.0
6.352,30.3,7.92,1.7,1511.0,2.67,37.02,-124.013,INLAND,280.7
1.988,48.4,2.1,0.47,832.0,3.12,35.31,-122.55,INLAND,75.7
2.521,51.1,3.99,0.95,1685.0,4.46,38.445,-115.009,<1H OCEAN,180.0
2.373,24.1,3.47,0.64,556.0,2.9,34.938,-118.244,NEAR OCEAN,209.6
5.533,29.8,5.81,1.05,671.0,3.82,39.837,-120.039,INLAND,252.9
4.292,43.6,5.02,1.1,2924.0,2.85,37.299,-119.173,INLAND,197.7
3.401,12.3,4.89,0.98,857.0,3.33,33.32,-116.004,<1H OCEAN,197.3
1.221,44.9,2.0,0.32,1273.0,3.1,38.456,-115.009,NEAR BAY,114.4
7.528,31.2,9.08,1.86,335.0,3.21,37.908,-117.003,<1H OCEAN,404.2
4.356,38.0,4.06,0.74,436.0,2.89,35.717,-116.702,INLAND,233.6
4.416,5.1,5.19,1.11,244.0,4.16,32.606,-121.096,NEAR BAY,244.9
1.334,40.1,2.0,0.45,863.0,3.51,34.407,-119.63,<1H OCEAN,130.1
1.53,16.9,2.0,0.38,5603.0,3.09,36.354,-115.448,<1H OCEAN,108.2
3.334,42.1,4.31,0.69,2685.0,3.73,34.399,-116.441,ISLAND,233.9
3.387,27.0,3.71,0.65,1403.0,3.1,37.986,-117.457,NEAR BAY,210.7
1.702,15.0,2.19,0.59,2569.0,3.89,39.267,-123.648,NEAR OCEAN,150.0
1.35,49.6,2.0,0.57,1282.0,2.06,40.632,-123.905,INLAND,114.8
2.204,40.0,2.52,0.76,752.0,4.71,38.646,-122.996,INLAND,111.2
2.607,51.3,3.52,0.74,429.0,3.14,39.046,-118.486,<1H OCEAN,178.0
1.233,19.6,2.0,0.29,1470.0,2.09,38.28,-118.936,<1H OCEAN,133.9
4.436,34.1,6.68,1.47,457.0,3.6,41.862,-114.873,<1H OCEAN,239.0
4.59,32.2,6.4,1.25,848.0,4.03,34.98,-117.352,<1H OCEAN,261.9
4.181,36.1,4.51,0.83,2297.0,2.18,35.029,-121.36,INLAND,221.7
1.285,3.0,2.14,0.46,366.0,2.62,33.7,-122.685,INLAND,77.4
2.183,15.9,2.25,0.64,366.0,3.81,37.114,-115.805,INLAND,106.9
4.927,47.4,5.33,1.05,505.0,3.45,33.414,-119.704,INLAND,211.5
3.544,22.6,3.52,0.7,1163.0,2.65,35.066,-117.765,NEAR OCEAN,239.9
6.617,50.0,7.76,1.4,548.0,2.8,37.085,-118.649,<1H OCEAN,403.0
6.087,11.9,7.81,1.57,1039.0,2.0,41.597,-123.225,<1H OCEAN,321.9
3.116,51.9,3.82,0.83,631.0,2.21,41.656,-123.729,INLAND,161.5
2.152,36.6,2.84,0.56,1047.0,1.66,39.566,-120.53,<1H OCEAN,140.2
4.798,40.6,4.14,0.83,590.0,2.72,36.198,-120.684,<1H OCEAN,236.4
5.074,21.2,5.97,1.22,4895.0,3.54,40.719,-117.562,INLAND,244.3
5.433,47.3,5.99,1.09,1014.0,2.79,40.817,-117.978,<1H OCEAN,329.8
3.513,28.8,3.43,0.46,1833.0,3.89,41.147,-114.611,NEAR BAY,212.8
1.983,35.7,2.0,0.39,1647.0,2.48,38.58,-115.719,INLAND,99.7
4.144,5.8,5.01,0.98,1009.0,1.81,34.417,-119.334,<1H OCEAN,243.1
4.252,33.2,5.43,1.14,528.0,3.92,33.365,-119.3,INLAND,167.1
4.711,45.8,5.2,1.28,1058.0,3.29,41.19,-117.559,NEAR OCEAN,355.1
2.301,10.1,3.06,0.74,1571.0,3.98,33.028,-123.159,INLAND,114.9
0.735,38.6,2.0,0.19,939.0,2.73,35.311,-114.301,NEAR OCEAN,125.2
4.121,2.3,5.11,1.27,303.0,4.27,37.126,-119.112,INLAND,182.4
1.092,48.2,2.0,0.47,222.0,2.14,32.709,-115.201,<1H OCEAN,118.6
4.97,51.1,5.72,1.12,677.0,2.77,41.116,-114.626,<1H OCEAN,263.0
3.437,19.1,4.29,1.01,395.0,3.33,35.228,-118.484,INLAND,168.4
2.105,6.5,2.17,0.18,3040.0,2.62,32.771,-123.267,<1H OCEAN,117.3
6.468,34.6,8.09,1.56,432.0,3.18,41.939,-118.567,INLAND,259.7
2.505,2.5,2.45,0.51,802.0,4.0,35.458,-118.324,NEAR OCEAN,201.9
3.458,25.6,4.34,0.87,1694.0,3.3,40.829,-116.408,INLAND,156.7
2.258,14.9,3.16,0.78,2228.0,2.86,36.808,-123.818,<1H OCEAN,172.4
3.246,25.1,3.99,0.92,979.0,3.98,38.8,-119.637,INLAND,144.0
4.296,1.9,4.66,1.0,440.0,3.41,34.79,-115.072,<1H OCEAN,215.6
2.374,3.6,2.03,0.38,579.0,2.99,37.277,-114.387,INLAND,57.1
2.83,1.8,2.84,0.66,852.0,2.94,34.948,-122.386,INLAND,124.7
4.918,32.6,6.15,1.17,744.0,2.71,41.535,-115.594,INLAND,222.4
0.775,29.6,2.0,0.48,714.0,3.67,33.079,-122.837,<1H OCEAN,128.4
5.093,12.9,5.81,1.09,370.0,3.7,35.109,-115.888,NEAR OCEAN,319.2
5.661,34.0,6.99,1.43,3135.0,4.01,40.985,-121.527,INLAND,260.3
1.589,46.1,2.0,0.25,236.0,3.34,37.06,-114.704,<1H OCEAN,135.8
0.925,15.1,2.0,0.5,896.0,2.56,38.201,-117.345,NEAR BAY,90.8
1.316,43.4,2.0,0.36,4914.0,3.26,38.691,-120.309,NEAR OCEAN,188.4
1.749,34.8,2.0,0.26,1494.0,2.55,33.174,-121.49,INLAND,96.7
1.424,2.7,2.0,0.3,727.0,3.13,32.669,-121.948,<1H OCEAN,137.5
4.489,20.1,6.62,1.29,390.0,4.13,41.409,-117.492,NEAR BAY,272.0
2.939,26.9,3.84,0.68,4185.0,3.95,35.079,-115.342,NEAR OCEAN,224.1
3.801,38.3,4.0,0.87,217.0,3.72,36.113,-116.751,INLAND,184.6
5.398,15.6,7.08,1.39,1573.0,2.98,38.98,-115.952,INLAND,212.6
4.767,51.1,5.07,1.11,2746.0,3.72,34.745,-116.486,<1H OCEAN,279.5
7.282,35.9,9.5,1.87,231.0,2.49,39.464,-114.509,<1H OCEAN,389.0
5.99,20.0,6.75,1.42,1750.0,1.83,36.853,-116.722,<1H OCEAN,294.7
0.301,5.9,2.0,0.4,8309.0,3.22,40.638,-122.198,<1H OCEAN,59.5
2.75,10.2,4.34,0.84,1425.0,2.7,35.146,-116.384,INLAND,94.8
4.145,25.9,4.8,0.86,843.0,4.43,34.436,-121.079,<1H OCEAN,225.2
7.428,26.2,9.83,1.97,2690.0,4.31,40.401,-114.342,NEAR OCEAN,420.4
2.505,40.2,2.97,0.67,1169.0,2.45,35.6,-120.533,INLAND,127.5
4.347,38.0,5.17,0.97,1861.0,3.56,36.413,-121.372,<1H OCEAN,231.3
8.638,11.3,9.92,1.98,1263.0,1.42,40.04,-121.908,<1H OCEAN,408.8
4.639,31.3,6.27,1.2,247.0,3.27,38.538,-117.715,INLAND,209.6
1.633,2.1,2.0,0.59,488.0,3.25,36.696,-123.208,<1H OCEAN,139.4
0.962,21.3,2.11,0.45,298.0,2.21,34.874,-114.764,<1H OCEAN,102.8
1.857,40.0,2.0,0.41,335.0,3.13,39.76,-121.357,INLAND,86.3
2.868,21.4,3.21,0.59,219.0,2.26,34.214,-121.346,INLAND,151.1
8.229,43.6,10.38,2.16,856.0,3.68,41.319,-123.839,INLAND,344.7
5.561,50.8,6.62,1.32,436.0,3.15,33.928,-121.84,INLAND,237.0
2.477,32.0,3.12,0.62,2523.0,4.19,40.147,-120.11,NEAR OCEAN,193.9
1.693,8.4,2.0,0.39,1864.0,1.78,36.53,-120.604,<1H OCEAN,112.2
1.681,20.4,2.07,0.3,1222.0,2.31,34.267,-121.57,ISLAND,95.7
9.565,1.5,11.66,2.48,1006.0,2.61,36.323,-123.893,INLAND,349.3
1.543,31.7,2.71,0.63,555.0,3.39,34.605,-121.294,INLAND,102.7
5.056,42.9,5.83,1.17,973.0,3.22,33.792,-116.517,INLAND,233.1
4.896,33.1,6.04,1.2,1430.0,3.34,34.772,-119.912,INLAND,219.0
2.713,41.1,3.86,0.68,2029.0,2.48,40.74,-121.392,ISLAND,190.3
1.454,41.8,2.0,0.25,302.0,1.48,33.506,-121.252,<1H OCEAN,152.9
4.188,44.4,5.57,1.03,1679.0,2.39,41.739,-118.756,<1H OCEAN,236.7
7.88,14.6,10.71,2.26,1829.0,4.13,32.547,-121.277,<1H OCEAN,388.1
1.327,45.4,2.0,0.36,1182.0,2.5,38.753,-117.992,<1H OCEAN,141.7
3.343,34.4,4.67,1.04,489.0,3.14,40.637,-114.405,INLAND,142.0
4.75,15.8,5.96,1.19,1130.0,3.05,41.373,-123.888,<1H OCEAN,264.8
7.596,51.4,9.54,1.82,1038.0,3.15,33.868,-122.613,NEAR OCEAN,436.1
0.794,49.5,2.0,0.33,975.0,1.93,39.133,-122.509,INLAND,50.4
4.426,30.3,5.84,1.19,941.0,3.65,33.52,-119.829,INLAND,181.8
7.507,44.0,9.51,1.74,341.0,2.92,35.85,-123.886,<1H OCEAN,395.1
5.074,14.3,6.05,1.13,442.0,4.85,39.453,-119.525,<1H OCEAN,284.7
2.148,22.2,2.3,0.41,323.0,2.7,35.787,-115.011,NEAR BAY,159.3
3.432,10.4,4.33,0.95,533.0,3.78,35.477,-124.184,INLAND,163.4
5.501,27.5,5.88,1.2,567.0,2.69,33.603,-120.651,<1H OCEAN,316.7
5.725,26.3,7.18,1.45,537.0,4.54,33.131,-116.691,<1H OCEAN,295.5
5.023,11.9,6.4,1.33,484.0,3.58,33.595,-122.755,<1H OCEAN,263.7
3.636,35.3,4.27,0.96,1796.0,1.97,40.817,-123.524,<1H OCEAN,237.1
3.031,7.0,3.66,0.74,2248.0,4.13,32.606,-117.992,NEAR OCEAN,193.9
5.963,4.1,7.61,1.42,675.0,3.62,39.082,-124.2,INLAND,262.5
4.221,20.6,5.44,1.11,637.0,2.63,39.802,-116.282,INLAND,212.6
3.504,21.9,4.67,0.85,2430.0,1.71,37.895,-123.631,NEAR OCEAN,232.9
