EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition
EMP-00736,20,Research & Development,Sales Executive,5068.1,7,1,4,No,No
EMP-00737,49,Research & Development,Research Scientist,3143.53,3,3,3,No,Yes
EMP-00738,31,Research & Development,Manufacturing Director,14691.85,6,2,2,No,No
EMP-00739,23,Sales,Healthcare Representative,5528.86,12,3,4,No,No
EMP-00740,34,Research & Development,Healthcare Representative,3010.04,1,2,3,No,No
EMP-00741,36,Human Resources,Sales Executive,4884.39,6,3,2,Yes,No
EMP-00742,31,Sales,Sales Executive,4989.45,6,1,4,No,No
EMP-00743,20,Research & Development,Laboratory Technician,7338.35,2,1,3,No,Yes
EMP-00744,32,Sales,Laboratory Technician,11961.85,7,3,3,No,No
EMP-00745,49,Sales,Laboratory Technician,16286.61,5,3,4,Yes,No
EMP-00746,29,Sales,Research Scientist,7194.57,9,2,4,No,No
EMP-00747,55,Research & Development,Healthcare Representative,5052.6,1,1,2,No,No
EMP-00748,25,Research & Development,Sales Executive,2646.62,4,4,4,Yes,Yes
EMP-00749,28,Research & Development,Laboratory Technician,3821.49,39,1,3,No,No
EMP-00750,21,Research & Development,Sales Executive,4519.38,8,4,3,No,Yes
EMP-00751,25,Research & Development,Laboratory Technician,2118.26,8,1,4,No,Yes
EMP-00752,30,Research & Development,Research Scientist,2833.16,3,3,3,No,No
EMP-00753,45,Research & Development,Manager,20237.38,1,3,2,Yes,No
EMP-00754,47,Research & Development,Research Scientist,7860.39,19,4,3,No,No
EMP-00755,32,Research & Development,Manufacturing Director,4460.07,1,3,3,No,No
EMP-00756,57,Research & Development,Sales Executive,2653.01,31,1,2,No,No
EMP-00757,31,Research & Development,Manager,5334.09,1,4,4,Yes,No
EMP-00758,38,Research & Development,Manager,2687.11,2,3,4,No,No
EMP-00759,37,Sales,Manufacturing Director,2465.55,3,4,3,Yes,No
EMP-00760,38,Research & Development,Manager,1943.01,5,4,3,No,No
EMP-00761,47,Sales,Research Scientist,3409.9,10,3,2,No,No
EMP-00762,31,Human Resources,Manager,5011.27,22,4,4,No,No
EMP-00763,51,Research & Development,Research Scientist,2280.99,3,3,3,Yes,Yes
EMP-00764,32,Sales,Manager,2506.6,1,3,1,Yes,No
EMP-00765,42,Research & Development,Manager,3732.75,6,3,4,No,No
EMP-00766,55,Research & Development,Sales Executive,4525.92,8,3,4,No,No
EMP-00767,49,Research & Development,Manufacturing Director,7965.04,4,3,3,No,No
EMP-00768,41,Sales,Manager,5262.72,2,4,1,Yes,No
EMP-00769,57,Sales,Manager,5826.99,3,3,2,No,No
EMP-00770,22,Sales,Manufacturing Director,6861.39,7,3,3,No,No
EMP-00771,28,Sales,Manufacturing Director,4198.32,5,3,3,No,No
EMP-00772,34,Research & Development,Sales Executive,3391.23,9,1,3,No,No
EMP-00773,49,Research & Development,Sales Executive,8751.95,2,1,3,Yes,No
EMP-00774,45,Sales,Sales Executive,9429.56,12,1,3,No,No
EMP-00775,49,Sales,Healthcare Representative,2252.47,2,3,3,Yes,No
EMP-00776,24,Research & Development,Manager,15294.75,3,4,4,Yes,Yes
EMP-00777,50,Research & Development,Research Scientist,13461.71,6,3,3,No,No
EMP-00778,41,Research & Development,Healthcare Representative,10711.48,9,4,4,Yes,No
EMP-00779,34,Sales,Healthcare Representative,3971.95,2,1,4,No,No
EMP-00780,54,Research & Development,Research Scientist,9808.31,19,4,2,No,No
EMP-00781,38,Sales,Manager,5950.58,8,2,4,No,No
EMP-00782,53,Research & Development,Laboratory Technician,2534.59,2,1,2,No,No
EMP-00783,37,Research & Development,Laboratory Technician,8210.11,8,4,4,No,No
EMP-00784,33,Research & Development,Laboratory Technician,3844.66,8,2,3,No,No
EMP-00785,41,Sales,Sales Executive,3054.95,9,2,3,No,No
EMP-00786,43,Sales,Sales Executive,10977.6,16,2,2,No,No
EMP-00787,32,Human Resources,Manufacturing Director,10421.31,8,4,2,Yes,Yes
EMP-00788,27,Research & Development,Manufacturing Director,10490.32,3,3,2,No,No
EMP-00789,21,Research & Development,Healthcare Representative,10332.22,10,2,4,No,No
EMP-00790,46,Sales,Manufacturing Director,5135.78,8,2,3,Yes,Yes
EMP-00791,53,Research & Development,Sales Executive,5817.81,6,1,3,Yes,Yes
EMP-00792,48,Human Resources,Healthcare Representative,14879.84,3,1,4,No,Yes
EMP-00793,45,Research & Development,Manufacturing Director,2123.27,16,4,2,No,No
EMP-00794,42,Sales,Manufacturing Director,8885.6,5,4,3,No,No
EMP-00795,55,Research & Development,Laboratory Technician,4862.01,7,4,3,No,No
EMP-00796,28,Sales,Sales Executive,18759.35,4,4,2,No,No
EMP-00797,40,Research & Development,Healthcare Representative,6087.74,10,4,4,No,No
EMP-00798,55,Research & Development,Research Scientist,2298.24,3,4,3,No,No
EMP-00799,22,Research & Development,Manager,9105.26,11,4,1,No,No
EMP-00800,26,Sales,Manufacturing Director,6525.56,1,4,3,Yes,No
EMP-00801,42,Sales,Sales Executive,2225.66,8,3,4,No,No
EMP-00802,51,Research & Development,Healthcare Representative,1540.65,4,2,1,No,No
EMP-00803,42,Research & Development,Manager,5030.2,8,3,3,Yes,No
EMP-00804,35,Sales,Sales Executive,2743.79,5,3,4,No,No
EMP-00805,24,Research & Development,Sales Executive,10586.51,1,3,4,No,No
EMP-00806,32,Research & Development,Healthcare Representative,2800.15,4,4,3,No,No
EMP-00807,29,Research & Development,Laboratory Technician,6392.61,21,3,2,Yes,No
EMP-00808,21,Research & Development,Manager,3404.93,9,1,3,No,No
EMP-00809,35,Sales,Laboratory Technician,3440.73,3,2,3,Yes,No
EMP-00810,20,Research & Development,Manufacturing Director,2403.0,18,4,2,No,Yes
EMP-00811,25,Research & Development,Laboratory Technician,4643.72,10,3,3,No,Yes
EMP-00812,38,Research & Development,Manufacturing Director,5395.96,3,2,3,No,No
EMP-00813,52,Research & Development,Manufacturing Director,5414.63,6,4,4,Yes,Yes
EMP-00814,47,Human Resources,Healthcare Representative,10239.85,4,2,2,No,No
EMP-00815,24,Sales,Sales Executive,6254.48,1,3,2,No,No
EMP-00816,31,Research & Development,Research Scientist,7565.95,11,2,3,No,No
EMP-00817,49,Research & Development,Research Scientist,3258.36,2,4,3,No,No
EMP-00818,36,Sales,Laboratory Technician,3956.59,4,4,3,No,No
EMP-00819,38,Human Resources,Healthcare Representative,1583.08,8,3,2,No,No
EMP-00820,59,Research & Development,Research Scientist,1870.86,17,4,1,Yes,No
EMP-00821,44,Research & Development,Sales Executive,3688.47,1,4,3,No,No
EMP-00822,54,Sales,Manufacturing Director,2559.23,4,4,4,No,No
EMP-00823,28,Sales,Manufacturing Director,9043.93,6,4,3,Yes,No
EMP-00824,51,Research & Development,Healthcare Representative,6578.31,10,4,3,No,No
EMP-00825,58,Research & Development,Laboratory Technician,17325.57,16,3,4,No,No
EMP-00826,57,Sales,Sales Executive,11313.01,1,3,3,Yes,No
EMP-00827,34,Research & Development,Laboratory Technician,18606.4,7,2,3,No,No
EMP-00828,56,Sales,Laboratory Technician,3545.54,1,1,1,No,No
EMP-00829,45,Research & Development,Healthcare Representative,4480.7,10,4,4,No,No
EMP-00830,50,Sales,Manufacturing Director,3597.95,1,1,3,No,Yes
EMP-00831,49,Research & Development,Laboratory Technician,16497.44,14,3,3,Yes,No
EMP-00832,21,Research & Development,Laboratory Technician,3819.08,2,2,1,No,No
EMP-00833,26,Research & Development,Sales Executive,2058.72,9,3,3,No,No
EMP-00834,49,Research & Development,Manager,2797.63,3,2,1,No,Yes
EMP-00835,52,Human Resources,Manufacturing Director,3988.83,6,4,2,No,No
EMP-00836,58,Research & Development,Laboratory Technician,5657.12,6,4,4,No,No
EMP-00837,57,Research & Development,Manager,5831.52,2,4,2,No,No
EMP-00838,39,Research & Development,Research Scientist,7899.27,3,3,3,Yes,No
EMP-00839,38,Human Resources,Manager,6196.86,1,4,2,No,No
EMP-00840,28,Research & Development,Research Scientist,4543.61,1,3,3,No,No
EMP-00841,41,Research & Development,Manufacturing Director,1637.86,2,3,3,No,No
EMP-00842,51,Research & Development,Manufacturing Director,6843.91,5,2,2,No,Yes
EMP-00843,49,Sales,Healthcare Representative,1901.99,8,4,4,No,No
EMP-00844,25,Research & Development,Manager,4346.87,10,2,3,Yes,Yes
EMP-00845,36,Research & Development,Laboratory Technician,11702.32,1,3,4,No,No
EMP-00846,56,Human Resources,Research Scientist,5588.33,2,4,1,No,Yes
EMP-00847,34,Research & Development,Manager,2498.33,10,3,3,Yes,No
EMP-00848,26,Research & Development,Research Scientist,8925.19,5,1,4,No,No
EMP-00849,33,Research & Development,Manufacturing Director,3107.67,2,3,4,No,No
EMP-00850,39,Research & Development,Manufacturing Director,5374.61,4,4,4,Yes,Yes
EMP-00851,49,Research & Development,Sales Executive,6045.84,2,2,3,No,Yes
EMP-00852,37,Research & Development,Sales Executive,7410.73,1,4,3,Yes,No
EMP-00853,41,Sales,Manufacturing Director,1802.36,9,4,4,Yes,No
EMP-00854,44,Sales,Sales Executive,10166.91,3,4,1,Yes,No
EMP-00855,43,Research & Development,Manufacturing Director,2043.91,18,3,3,No,No
EMP-00856,50,Research & Development,Manager,1946.87,14,1,4,No,No
EMP-00857,37,Research & Development,Manufacturing Director,4246.95,8,3,1,No,No
EMP-00858,53,Research & Development,Healthcare Representative,3594.77,3,3,2,Yes,Yes
EMP-00859,37,Research & Development,Sales Executive,1752.73,3,4,2,Yes,No
EMP-00860,33,Research & Development,Laboratory Technician,2316.85,4,4,4,No,No
EMP-00861,23,Sales,Laboratory Technician,4102.87,3,4,3,Yes,Yes
EMP-00862,26,Research & Development,Manager,9449.31,15,3,3,No,No
EMP-00863,26,Research & Development,Healthcare Representative,2081.93,1,3,4,Yes,No
EMP-00864,20,Research & Development,Laboratory Technician,1996.83,8,1,3,No,No
EMP-00865,59,Sales,Laboratory Technician,8852.47,6,3,4,No,No
EMP-00866,43,Research & Development,Manager,4550.53,11,4,2,No,No
EMP-00867,51,Research & Development,Manager,3510.04,5,3,3,Yes,Yes
EMP-00868,29,Sales,Healthcare Representative,4284.13,7,3,2,No,No
EMP-00869,28,Sales,Research Scientist,3880.81,21,1,1,No,No
EMP-00870,58,Human Resources,Healthcare Representative,8352.49,1,2,2,No,No
EMP-00871,22,Sales,Healthcare Representative,1542.17,1,3,3,No,No
EMP-00872,54,Sales,Sales Executive,4054.54,4,4,4,Yes,No
EMP-00873,24,Research & Development,Laboratory Technician,2278.46,4,1,3,Yes,Yes
EMP-00874,26,Sales,Laboratory Technician,3158.62,2,2,2,No,No
EMP-00875,31,Sales,Research Scientist,2035.39,1,3,4,Yes,No
EMP-00876,42,Research & Development,Healthcare Representative,4005.82,1,2,2,No,No
EMP-00877,44,Sales,Manufacturing Director,6138.81,9,2,4,Yes,No
EMP-00878,36,Research & Development,Research Scientist,6375.78,5,2,4,No,Yes
EMP-00879,33,Research & Development,Research Scientist,8669.79,12,3,3,No,No
EMP-00880,54,Sales,Laboratory Technician,9093.57,3,3,1,No,No
EMP-00881,20,Research & Development,Laboratory Technician,5597.88,8,4,3,No,No
EMP-00882,41,Sales,Laboratory Technician,3460.38,5,3,4,No,Yes
EMP-00883,47,Sales,Laboratory Technician,1737.06,6,3,3,No,No
EMP-00884,42,Research & Development,Research Scientist,1664.38,3,2,2,No,No
EMP-00885,37,Sales,Manager,2040.93,1,4,4,No,Yes
EMP-00886,56,Research & Development,Healthcare Representative,20061.09,19,3,3,Yes,No
EMP-00887,22,Research & Development,Manager,8437.53,12,2,2,No,No
EMP-00888,33,Research & Development,Manager,3835.41,3,3,4,No,No
EMP-00889,58,Research & Development,Laboratory Technician,4324.81,20,2,4,Yes,No
EMP-00890,26,Research & Development,Sales Executive,7516.74,3,3,3,No,No
EMP-00891,36,Research & Development,Research Scientist,4750.67,4,3,1,No,No
EMP-00892,25,Research & Development,Manufacturing Director,3511.22,9,3,3,No,No
EMP-00893,38,Research & Development,Manufacturing Director,3435.48,3,4,2,No,No
EMP-00894,34,Human Resources,Healthcare Representative,2558.71,3,4,1,No,No
EMP-00895,58,Research & Development,Research Scientist,11256.7,4,4,4,Yes,No
EMP-00896,24,Research & Development,Research Scientist,3906.14,4,4,4,No,No
EMP-00897,34,Research & Development,Research Scientist,7781.06,1,1,3,No,No
EMP-00898,45,Sales,Manager,5337.41,1,3,3,Yes,No
EMP-00899,58,Research & Development,Sales Executive,7812.62,16,1,1,Yes,Yes
EMP-00900,32,Sales,Sales Executive,3241.51,3,2,3,Yes,No
EMP-00901,50,Sales,Manager,7774.63,1,3,2,No,No
EMP-00902,32,Sales,Laboratory Technician,8522.24,9,4,1,Yes,No
EMP-00903,42,Research & Development,Manager,1995.57,3,3,3,Yes,Yes
EMP-00904,59,Research & Development,Manufacturing Director,1931.64,2,3,4,No,No
EMP-00905,51,Research & Development,Manager,20549.9,21,3,3,Yes,No
EMP-00906,56,Research & Development,Sales Executive,2064.8,16,3,3,Yes,Yes
EMP-00907,23,Research & Development,Manufacturing Director,6696.05,1,4,2,No,No
EMP-00908,36,Research & Development,Manager,7699.13,15,2,3,No,No
EMP-00909,39,Research & Development,Research Scientist,1795.28,14,4,3,No,No
EMP-00910,30,Sales,Sales Executive,7675.96,7,2,1,No,No
EMP-00911,52,Research & Development,Manufacturing Director,3947.51,5,4,2,Yes,No
EMP-00912,58,Research & Development,Sales Executive,2945.1,2,1,2,No,Yes
EMP-00913,25,Research & Development,Research Scientist,6425.76,1,3,3,No,No
EMP-00914,58,Sales,Research Scientist,9557.28,6,4,1,No,No
EMP-00915,57,Research & Development,Research Scientist,5327.21,11,3,4,No,No
EMP-00916,37,Sales,Laboratory Technician,10702.77,8,3,4,Yes,Yes
EMP-00917,21,Sales,Manager,1601.74,2,3,2,No,No
EMP-00918,57,Research & Development,Manufacturing Director,7537.75,3,2,3,No,No
EMP-00919,36,Research & Development,Laboratory Technician,2335.24,5,1,3,No,No
EMP-00920,43,Research & Development,Healthcare Representative,3016.39,7,2,4,No,No
EMP-00921,49,Research & Development,Healthcare Representative,5321.5,1,2,1,No,Yes
EMP-00922,43,Research & Development,Sales Executive,2943.68,6,4,3,No,No
EMP-00923,23,Sales,Sales Executive,2328.48,9,4,2,No,No
EMP-00924,26,Research & Development,Sales Executive,20310.31,2,2,3,Yes,Yes
EMP-00925,34,Research & Development,Laboratory Technician,12174.84,2,4,2,No,No
EMP-00926,49,Research & Development,Manager,1666.72,2,2,2,No,No
EMP-00927,48,Research & Development,Research Scientist,4620.25,18,2,2,No,No
EMP-00928,32,Sales,Sales Executive,2524.89,4,4,1,No,No
EMP-00929,59,Research & Development,Sales Executive,10458.43,5,2,2,No,No
EMP-00930,58,Research & Development,Manager,4293.9,8,1,3,No,No
EMP-00931,48,Human Resources,Healthcare Representative,4429.34,3,4,3,Yes,No
EMP-00932,45,Research & Development,Research Scientist,5943.5,1,4,3,No,No
EMP-00933,55,Research & Development,Laboratory Technician,1757.54,7,3,1,Yes,No
EMP-00934,54,Sales,Manager,2112.73,7,2,2,Yes,Yes
EMP-00935,38,Research & Development,Research Scientist,4604.65,2,3,4,Yes,Yes
EMP-00936,21,Research & Development,Healthcare Representative,16810.83,1,3,2,No,No
EMP-00937,33,Research & Development,Laboratory Technician,9849.18,7,4,4,Yes,No
EMP-00938,35,Research & Development,Manufacturing Director,11406.68,8,4,4,Yes,No
EMP-00939,55,Research & Development,Sales Executive,2163.84,1,4,2,No,No
EMP-00940,59,Research & Development,Laboratory Technician,15832.73,8,4,4,No,No
EMP-00941,50,Sales,Healthcare Representative,7391.88,18,3,3,No,No
EMP-00942,54,Research & Development,Research Scientist,3273.26,2,3,3,Yes,Yes
EMP-00943,41,Human Resources,Laboratory Technician,10493.44,5,3,4,No,No
EMP-00944,40,Research & Development,Healthcare Representative,7690.16,8,3,3,Yes,Yes
EMP-00945,47,Sales,Manager,7501.83,2,2,3,No,No
EMP-00946,36,Human Resources,Laboratory Technician,7469.67,9,3,3,No,No
EMP-00947,37,Sales,Sales Executive,8761.72,13,2,3,No,No
EMP-00948,51,Research & Development,Manager,14850.33,11,4,3,No,No
EMP-00949,42,Sales,Research Scientist,2162.36,2,2,1,No,No
EMP-00950,25,Sales,Manager,35910.57,11,4,2,Yes,No
EMP-00951,48,Sales,Research Scientist,10762.72,4,3,4,No,No
EMP-00952,25,Research & Development,Laboratory Technician,4122.28,2,4,2,Yes,No
EMP-00953,52,Research & Development,Manager,2270.89,2,2,3,Yes,No
EMP-00954,51,Research & Development,Healthcare Representative,4221.37,15,4,3,Yes,No
EMP-00955,36,Research & Development,Sales Executive,8285.27,4,2,1,No,No
EMP-00956,23,Research & Development,Sales Executive,5650.99,13,3,2,No,No
EMP-00957,50,Research & Development,Laboratory Technician,2975.46,2,1,2,No,Yes
EMP-00958,41,Research & Development,Manufacturing Director,3849.97,9,3,3,No,No
EMP-00959,46,Sales,Manager,15385.34,1,4,4,No,No
EMP-00960,40,Sales,Laboratory Technician,8829.27,1,4,3,No,No
EMP-00961,39,Research & Development,Manager,2096.11,33,1,3,No,No
EMP-00962,53,Sales,Sales Executive,5047.44,1,3,3,No,No
EMP-00963,42,Research & Development,Manager,13530.43,4,4,4,No,No
EMP-00964,35,Sales,Research Scientist,1657.1,13,3,3,Yes,No
EMP-00965,25,Research & Development,Laboratory Technician,1695.66,11,1,1,No,No
EMP-00966,35,Sales,Laboratory Technician,7176.14,4,2,3,No,No
EMP-00967,26,Research & Development,Research Scientist,5356.28,6,3,4,No,Yes
EMP-00968,33,Sales,Manager,1711.91,7,2,3,No,No
EMP-00969,22,Research & Development,Laboratory Technician,26365.16,1,3,4,No,Yes
EMP-00970,52,Human Resources,Healthcare Representative,5404.77,3,3,2,No,No
EMP-00971,55,Research & Development,Research Scientist,4547.11,3,2,4,No,No
EMP-00972,58,Sales,Research Scientist,4171.46,3,3,2,No,Yes
EMP-00973,48,Research & Development,Manager,6928.15,2,4,1,No,No
EMP-00974,58,Research & Development,Research Scientist,4259.17,2,3,3,No,No
EMP-00975,23,Sales,Sales Executive,6342.44,3,2,2,No,No
EMP-00976,58,Research & Development,Laboratory Technician,4515.38,3,4,3,Yes,No
EMP-00977,59,Sales,Manufacturing Director,5745.53,5,1,4,Yes,No
EMP-00978,41,Sales,Laboratory Technician,8860.7,2,4,4,No,No
EMP-00979,34,Research & Development,Laboratory Technician,9146.35,10,4,3,No,No
EMP-00980,23,Sales,Sales Executive,10008.58,13,4,3,No,No
EMP-00981,37,Research & Development,Healthcare Representative,2520.88,2,3,4,No,No
EMP-00982,42,Sales,Healthcare Representative,1783.8,1,3,3,Yes,No
EMP-00983,57,Research & Development,Sales Executive,9639.3,8,4,4,No,No
EMP-00984,23,Research & Development,Sales Executive,1694.48,16,2,4,No,Yes
EMP-00985,23,Research & Development,Sales Executive,2580.68,1,1,2,Yes,No
EMP-00986,37,Sales,Laboratory Technician,4861.35,1,3,1,No,Yes
EMP-00987,20,Sales,Sales Executive,10203.07,2,4,3,No,No
EMP-00988,51,Research & Development,Manufacturing Director,11719.07,8,3,4,No,No
EMP-00989,40,Sales,Research Scientist,5950.49,21,3,4,No,No
EMP-00990,57,Research & Development,Healthcare Representative,16817.83,9,3,3,No,No
EMP-00991,45,Research & Development,Manager,7391.05,6,3,2,No,No
EMP-00992,40,Sales,Manufacturing Director,4875.87,8,1,2,No,No
EMP-00993,48,Research & Development,Manager,2149.34,2,3,4,No,No
EMP-00994,51,Research & Development,Healthcare Representative,4019.96,8,3,3,No,No
EMP-00995,23,Research & Development,Laboratory Technician,9275.5,3,3,3,No,No
EMP-00996,32,Research & Development,Laboratory Technician,3001.12,2,4,4,No,Yes
EMP-00997,54,Research & Development,Sales Executive,5385.27,2,3,4,No,No
EMP-00998,46,Sales,Healthcare Representative,19951.95,7,4,3,Yes,Yes
EMP-00999,20,Sales,Laboratory Technician,2362.53,9,3,3,Yes,No
EMP-01000,58,Research & Development,Laboratory Technician,1981.41,6,3,3,Yes,No
